product_name,product_url
孝庸魔方汇股票优选一号B类,https://mp.fof99.com/fund/view/7478c9fd2a535fa0
平方和鼎盛中证1000指数增强8号A期,https://mp.fof99.com/fund/view/2956cab589def88d
